query_name,taxid,scientific_name,rank,lineage,synonyms
Nakaseomyces,374468.0,Nakaseomyces,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae,
Neisseria,482.0,Neisseria,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae,"""Merismopedia"" Zopf 1885; Gonococcus"
Neisseria elongata,495.0,Neisseria elongata,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,
Neisseria flavescens,484.0,Neisseria flavescens,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,
Neisseria gonorrhoeae,485.0,Neisseria gonorrhoeae,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Diplococcus gonorrhoeae; Gonococcus neisseri; Merismopedia gonorrhoeae; Micrococcus der gonorrhoe; Micrococcus gonococcus
Neisseria meningitidis,487.0,Neisseria meningitidis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Diplokokkus intracellularis meningitidis; Micrococcus intracellularis; Micrococcus meningitidis; Micrococcus meningitidis cerebrospinalis; Neisseria weichselbaumii
Neisseria mucosa,488.0,Neisseria mucosa,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Neisseria mucosa (von Lingelsheim 1906) Ve?ron et al. 1959
Neisseria oralis,1107316.0,Neisseria oralis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Neisseria mucosa subsp. heidelbergensis; Neisseria mucosa var. heidelbergensis
Neisseria sicca,490.0,Neisseria sicca,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Neisseria sicca (von Lingelsheim 1908) Bergey et al. 1923 (Approved Lists 1980)
Neisseria subflava,28449.0,Neisseria subflava,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria,Micrococcus subflavus
Neisseriaceae,481.0,Neisseriaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales,Simonsiellaceae
Nesterenkonia,57494.0,Nesterenkonia,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae,
Nevskia,64001.0,Nevskia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Nevskiales; Nevskiaceae,
Nitrosomonadaceae,206379.0,Nitrosomonadaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales,
Nitrosomonas eutropha,916.0,Nitrosomonas eutropha,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas,
Nitrososphaera,497726.0,Nitrososphaera,genus,cellular organisms; Archaea; Thermoproteati; Nitrososphaerota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae,Candidatus Nitrososphaera
Nitrosospira,35798.0,Nitrosospira,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae,Nitrosolobus
Nocardia asteroides,1824.0,Nocardia asteroides,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,Actinomyces asteroides; Actinomyces eppinger; Actinomyces eppingeri; Asteroides asteroides; Cladothrix asteroides
Nocardioidaceae,85015.0,Nocardioidaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales,Nocardioides group
Nocardioides,1839.0,Nocardioides,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae,
Nodularia sphaerocarpa,137816.0,Nodularia sphaerocarpa,species,cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Nodulariaceae; Nodularia,
Novispirillum,660514.0,Novispirillum,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Novispirillaceae,
Novosphingobium,165696.0,Novosphingobium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae,
Ochrobactrum,528.0,Ochrobactrum,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Brucellaceae; Brucella/Ochrobactrum group,
Odoribacter,283168.0,Odoribacter,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Odoribacteraceae,
Odoribacter laneus,626933.0,Odoribacter laneus,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Odoribacteraceae; Odoribacter,
Odoribacter splanchnicus,28118.0,Odoribacter splanchnicus,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Odoribacteraceae; Odoribacter,Bacteroides splanchnicus; Odoribacter splanchnicus (Werner et al. 1975) Hardham et al. 2008
Odoribacteraceae,1853231.0,Odoribacteraceae,family,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales,
Oenothera,3939.0,Oenothera,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Onagraceae; Onagroideae; Onagreae,Calylophus; Gaura; Stenosiphon
Oligella urethralis,90245.0,Oligella urethralis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella,Moraxella urethralis
Olsenella,133925.0,Olsenella,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae,
Olsenella profusa,138595.0,Olsenella profusa,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Olsenella,Eubacterium group D52
Ophiostomataceae,5152.0,Ophiostomataceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Sordariomycetidae; Ophiostomatales,
Oribacterium,265975.0,Oribacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Oribacterium asaccharolyticum,1501332.0,Oribacterium asaccharolyticum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium,
Oribacterium sinus,237576.0,Oribacterium sinus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium,
Oscillibacter,459786.0,Oscillibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Oscillospira,119852.0,Oscillospira,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Oxalobacter,846.0,Oxalobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae,
Oxalobacteraceae,75682.0,Oxalobacteraceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales,Oxalobacteraceae Garrity et al. 2006
Oxobacter,44261.0,Oxobacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae,
Paenibacillus,44249.0,Paenibacillus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae,Bacillus polymyxa group; Paenibacillus Ash et al. 1994; rRNA group 3 bacilli
Paeniclostridium sordellii,1505.0,Paraclostridium sordellii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Paraclostridium,Bacillus oedematis sporogenes; Bacillus sordelli; Clostridium sordellii (Hall and Scott 1927) Pre?vot 1938 (Approved Lists 1980); Paeniclostridium sordellii
Paludibacter,346096.0,Paludibacter,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae,
Pandoraea,93217.0,Pandoraea,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,
Papillibacter,100175.0,Papillibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Papillibacter cinnamivorans,100176.0,Papillibacter cinnamivorans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Papillibacter,
Parabacteroides,375288.0,Parabacteroides,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae,
Parabacteroides distasonis,823.0,Parabacteroides distasonis,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides,Bacteroides distasonis; Bacteroides fragilis subsp. distasonis; Pseudobacterium distasonis; Ristella distasonis
Parabacteroides merdae,46503.0,Parabacteroides merdae,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides,Bacteroides merdae
Paraclostridium bifermentans,1490.0,Paraclostridium bifermentans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Paraclostridium,Bacillus bifermentans; Bacillus bifermentans sporogenes; Bacillus centrosporogenes; Clostridium bifermentans; Martellillus bifermentans
Paracoccus,249411.0,Paracoccus,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Coccoidea; Pseudococcidae,
Paracoccus aminovorans,34004.0,Paracoccus aminovorans,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus,
Paraeggerthella,651554.0,Paraeggerthella,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae,
Paraprevotella,577309.0,Paraprevotella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae,
Paraprevotella clara,454154.0,Paraprevotella clara,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella,
Paraprevotella xylaniphila,454155.0,Paraprevotella xylaniphila,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella,
Parascardovia,196082.0,Parascardovia,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae,
Parascardovia denticolens,78258.0,Parascardovia denticolens,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Parascardovia,Bifidobacterium denticolens
Parasporobacterium,115543.0,Parasporobacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Parasutterella,577310.0,Parasutterella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae,
Parasutterella excrementihominis,487175.0,Parasutterella excrementihominis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella,
Parvimonas,543311.0,Parvimonas,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae,Micromonas; Micromonas Murdoch and Shah 2000
Parvimonas micra,33033.0,Parvimonas micra,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas,Diplococcus glycinophilus; Micromonas micra corrig.; Micromonas micros (Pre?vot 1933) Murdoch and Shah 2000; Peptococcus glycinophilus; Peptostreptococcus micros (Pre?vot 1933) Smith 1957 (Approved Lists 1980)
Pasteurellaceae,712.0,Pasteurellaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales,
Pasteurellales,135625.0,Pasteurellales,order,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria,Pasteruellaceae group
Pediococcus,1253.0,Pediococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae,
Pediococcus pentosaceus,1255.0,Pediococcus pentosaceus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Pediococcus,Pediococcus hennebergii
Pedobacter,84567.0,Pedobacter,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae,
Pelobacter,18.0,Pelobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Desulfuromonadales; Desulfuromonadaceae,Pseudopelobacter
Pelomonas,93681.0,Roseateles,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae,Kinneretia; Mitsuaria; Mitsuaria Amakata et al. 2005; Paucibacter; Pelomonas
Penicillium brevicompactum,5074.0,Penicillium brevicompactum,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,"Penicillium brevicompactum Dierckx, 1901"
Penicillium brocae,201291.0,Penicillium brocae,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,
Penicillium dierckxii,121611.0,Penicillium dierckxii,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,
Penicillium steckii,303698.0,Penicillium steckii,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,
Peptoclostridium,1481960.0,Peptoclostridium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptoclostridiaceae,
Peptococcaceae,186807.0,Peptococcaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales,
Peptococcus,2740.0,Peptococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Peptococcaceae,
Peptoniphilus,162289.0,Peptoniphilus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae,Schleiferella
Peptoniphilus gorbachii,411567.0,Peptoniphilus gorbachii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,
Peptostreptococcaceae,186804.0,Peptostreptococcaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales,Clostridium cluster XI
Peptostreptococcaceae incertae sedis,200630.0,Peptostreptococcaceae incertae sedis,no rank,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae,
Peptostreptococcus,1257.0,Peptostreptococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae,
Peptostreptococcus anaerobius,1261.0,Peptostreptococcus anaerobius,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Peptostreptococcus,Peptostreptococcus anaerobius Natvig 1905 (Approved Lists 1980); Streptococcus anaerob; Streptococcus anaerobius
Peptostreptococcus micros,,Peptostreptococcus micros,Unknown,Unknown,
Peptostreptococcus stomatis,341694.0,Peptostreptococcus stomatis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Peptostreptococcus,
Phascolarctobacterium,33024.0,Phascolarctobacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Acidaminococcales; Acidaminococcaceae,
Phascolarctobacterium faecium,33025.0,Phascolarctobacterium faecium,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Acidaminococcales; Acidaminococcaceae; Phascolarctobacterium,
Phascolarctobacterium succinatutens,626940.0,Phascolarctobacterium succinatutens,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Acidaminococcales; Acidaminococcaceae; Phascolarctobacterium,
Phyllobacterium,28100.0,Phyllobacterium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae,
Pichia,4919.0,Pichia,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Pichiomycetes; Pichiales; Pichiaceae,Hansenula; Issatchenkia
Planococcaceae,186818.0,Caryophanaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales,Planococcaceae
Pleosporales,92860.0,Pleosporales,order,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae,
Polydnaviridae,2946196.0,Polydnaviriformidae,family,Viruses; Viruses incertae sedis,Polydnaviridae
